index	44-23:param	44-23:P		44-33:param	44-33:P		30-51:param	30-51:dkv1_of	
0	20.11.2017_17:29:31	2.07827788649706	20.11.2017_17:29:31	2.44814090019569	20.11.2017_17:29:31	0.0765027322404369	
1	20.11.2017_17:29:32	2.07827788649706	20.11.2017_17:29:32	2.44814090019569	20.11.2017_17:29:32	0.0706521739130436	
2	20.11.2017_17:29:34	2.07827788649706	20.11.2017_17:29:34	2.44814090019569	20.11.2017_17:29:34	0.0681198910081753	
3	20.11.2017_17:29:35	2.07827788649706	20.11.2017_17:29:35	2.44814090019569	20.11.2017_17:29:35	0.0681198910081753	
4	20.11.2017_17:29:36	2.07827788649706	20.11.2017_17:29:36	2.44814090019569	20.11.2017_17:29:36	0.0626702997275217	
5	20.11.2017_17:29:38	2.07827788649706	20.11.2017_17:29:38	2.44814090019569	20.11.2017_17:29:38	0.0540540540540536	
6	20.11.2017_17:29:39	2.07827788649706	20.11.2017_17:29:39	2.44814090019569	20.11.2017_17:29:39	0.0540540540540536	
7	20.11.2017_17:29:40	2.07827788649706	20.11.2017_17:29:40	2.44814090019569	20.11.2017_17:29:40	0.0432432432432421	
8	20.11.2017_17:29:42	2.07827788649706	20.11.2017_17:29:42	2.44814090019569	20.11.2017_17:29:42	0.0432432432432421	
9	20.11.2017_17:29:43	2.07827788649706	20.11.2017_17:29:43	2.44814090019569	20.11.2017_17:29:43	0.0326086956521734	
10	20.11.2017_17:29:44	2.07827788649706	20.11.2017_17:29:44	2.44814090019569	20.11.2017_17:29:44	0.0270270270270282	
11	20.11.2017_17:29:46	2.07827788649706	20.11.2017_17:29:46	2.44814090019569	20.11.2017_17:29:46	0.0215053763440861	
12	20.11.2017_17:29:47	2.07827788649706	20.11.2017_17:29:47	2.44814090019569	20.11.2017_17:29:47	0.0161290322580649	
13	20.11.2017_17:29:49	2.07827788649706	20.11.2017_17:29:49	2.44814090019569	20.11.2017_17:29:49	0.0134770889487869	
14	20.11.2017_17:29:50	2.07827788649706	20.11.2017_17:29:50	2.44814090019569	20.11.2017_17:29:50	0.0080862533692724	
15	20.11.2017_17:29:51	2.07827788649706	20.11.2017_17:29:51	2.44814090019569	20.11.2017_17:29:51	-0.0026954177897580	
16	20.11.2017_17:29:53	2.07827788649706	20.11.2017_17:29:53	2.44814090019569	20.11.2017_17:29:53	-0.0053763440860212	
17	20.11.2017_17:29:55	2.07827788649706	20.11.2017_17:29:55	2.44814090019569	20.11.2017_17:29:55	-0.0080428954423595	
18	20.11.2017_17:29:56	2.07827788649706	20.11.2017_17:29:56	2.44814090019569	20.11.2017_17:29:56	-0.0215053763440861	
19	20.11.2017_17:29:57	2.07827788649706	20.11.2017_17:29:57	2.44814090019569	20.11.2017_17:29:57	-0.0241286863270770	
20	20.11.2017_17:29:59	2.07827788649706	20.11.2017_17:29:59	2.44814090019569	20.11.2017_17:29:59	-0.0348525469168901	
21	20.11.2017_17:30:00	2.07827788649706	20.11.2017_17:30:00	2.44814090019569	20.11.2017_17:30:00	-0.0374331550802144	
22	20.11.2017_17:30:01	2.07827788649706	20.11.2017_17:30:01	2.44814090019569	20.11.2017_17:30:01	-0.0453333333333327	
23	20.11.2017_17:30:03	2.07827788649706	20.11.2017_17:30:03	2.44814090019569	20.11.2017_17:30:03	-0.0537634408602160	
24	20.11.2017_17:30:04	2.07827788649706	20.11.2017_17:30:04	2.44814090019569	20.11.2017_17:30:04	-0.0616621983914193	
25	20.11.2017_17:30:06	2.11350293542074	20.11.2017_17:30:06	2.50097847358121	20.11.2017_17:30:06	-0.0673854447439348	
26	20.11.2017_17:30:07	2.11350293542074	20.11.2017_17:30:07	2.50097847358121	20.11.2017_17:30:07	-0.0698924731182796	
27	20.11.2017_17:30:08	2.11350293542074	20.11.2017_17:30:08	2.50097847358121	20.11.2017_17:30:08	-0.0781671159029652	
28	20.11.2017_17:30:10	2.11350293542074	20.11.2017_17:30:10	2.50097847358121	20.11.2017_17:30:10	-0.0835579514824783	
29	20.11.2017_17:30:11	2.11350293542074	20.11.2017_17:30:11	2.50097847358121	20.11.2017_17:30:11	-0.0889487870619942	
30	20.11.2017_17:30:13	2.11350293542074	20.11.2017_17:30:13	2.50097847358121	20.11.2017_17:30:13	-0.0967741935483870	
31	20.11.2017_17:30:14	2.11350293542074	20.11.2017_17:30:14	2.50097847358121	20.11.2017_17:30:14	-0.1016042780748672	
32	20.11.2017_17:30:16	2.11350293542074	20.11.2017_17:30:16	2.50097847358121	20.11.2017_17:30:16	-0.1099195710455773	
33	20.11.2017_17:30:17	2.11350293542074	20.11.2017_17:30:17	2.50097847358121	20.11.2017_17:30:17	-0.1229946524064167	
34	20.11.2017_17:30:18	2.11350293542074	20.11.2017_17:30:18	2.50097847358121	20.11.2017_17:30:18	-0.1266846361185999	
35	20.11.2017_17:30:20	2.11350293542074	20.11.2017_17:30:20	2.50097847358121	20.11.2017_17:30:20	-0.1313672922252024	
36	20.11.2017_17:30:21	2.11350293542074	20.11.2017_17:30:21	2.50097847358121	20.11.2017_17:30:21	-0.1428571428571421	
37	20.11.2017_17:30:22	2.11350293542074	20.11.2017_17:30:22	2.50097847358121	20.11.2017_17:30:22	-0.1497326203208551	
38	20.11.2017_17:30:24	2.11350293542074	20.11.2017_17:30:24	2.50097847358121	20.11.2017_17:30:24	-0.1559139784946228	
39	20.11.2017_17:30:25	2.11350293542074	20.11.2017_17:30:25	2.50097847358121	20.11.2017_17:30:25	-0.1581769436997314	
40	20.11.2017_17:30:26	2.20156555772994	20.11.2017_17:30:26	2.50097847358121	20.11.2017_17:30:26	-0.1626666666666659	
41	20.11.2017_17:30:28	2.20156555772994	20.11.2017_17:30:28	2.50097847358121	20.11.2017_17:30:28	-0.1648936170212751	
42	20.11.2017_17:30:29	2.20156555772994	20.11.2017_17:30:29	2.50097847358121	20.11.2017_17:30:29	-0.1702127659574465	
43	20.11.2017_17:30:31	2.20156555772994	20.11.2017_17:30:31	2.50097847358121	20.11.2017_17:30:31	-0.1618037135278493	
44	20.11.2017_17:30:32	2.20156555772994	20.11.2017_17:30:32	2.50097847358121	20.11.2017_17:30:32	-0.1662269129287586	
45	20.11.2017_17:30:33	2.20156555772994	20.11.2017_17:30:33	2.50097847358121	20.11.2017_17:30:33	-0.1662269129287586	
46	20.11.2017_17:30:35	2.20156555772994	20.11.2017_17:30:35	2.50097847358121	20.11.2017_17:30:35	-0.1746031746031739	
47	20.11.2017_17:30:36	2.20156555772994	20.11.2017_17:30:36	2.50097847358121	20.11.2017_17:30:36	-0.1746031746031739	
48	20.11.2017_17:30:37	2.20156555772994	20.11.2017_17:30:37	2.50097847358121	20.11.2017_17:30:37	-0.1746031746031739	
49	20.11.2017_17:30:39	2.20156555772994	20.11.2017_17:30:39	2.50097847358121	20.11.2017_17:30:39	-0.1767810026385223	
50	20.11.2017_17:30:40	2.20156555772994	20.11.2017_17:30:40	2.50097847358121	20.11.2017_17:30:40	-0.1767810026385223	
51	20.11.2017_17:30:41	2.20156555772994	20.11.2017_17:30:41	2.50097847358121	20.11.2017_17:30:41	-0.1789473684210528	
52	20.11.2017_17:30:43	2.20156555772994	20.11.2017_17:30:43	2.50097847358121	20.11.2017_17:30:43	-0.1842105263157907	
53	20.11.2017_17:30:44	2.23679060665362	20.11.2017_17:30:44	2.50097847358121	20.11.2017_17:30:44	-0.1842105263157907	
