param			w			W_T			dkr1			W			dkv1_of			supp	load	G			dkr1_k			
20.11.2017_18:57:28	407.017028808594	2.46548583984375	1.78082191780822	2.3972602739726		0.0633608815426996	0	1	38.1604690551758	6.22309197651663	
20.11.2017_18:57:30	407.017028808594	2.46548583984375	1.78082191780822	2.3972602739726		0.0659340659340664	0	1	38.1604690551758	6.20352250489237	
20.11.2017_18:57:32	407.017028808594	2.46548583984375	1.78082191780822	2.38747553816047	0.0718232044198896	0	1	38.1604690551758	6.20352250489237	
20.11.2017_18:57:33	407.117004394531	2.46548583984375	1.78082191780822	2.40704500978474	0.0714285714285714	0	1	38.2583160400391	6.2426614481409		
20.11.2017_18:57:35	407.117004394531	2.46548583984375	1.78082191780822	2.40704500978474	0.0739726027397265	0	1	38.1604690551758	6.2426614481409		
20.11.2017_18:57:36	407.117004394531	2.46548583984375	1.78082191780822	2.40704500978474	0.0739726027397265	0	1	38.3561630249023	6.2426614481409		
20.11.2017_18:57:38	407.117004394531	2.46548583984375	1.78082191780822	2.41682974559687	0.0739726027397265	0	1	38.2583160400391	6.2426614481409		
20.11.2017_18:57:39	407.117004394531	2.46548583984375	1.78082191780822	2.40704500978474	0.0798898071625361	0	1	38.2583160400391	6.22309197651663	
20.11.2017_18:57:40	407.117004394531	2.46548583984375	1.78082191780822	2.40704500978474	0.0824175824175833	0	1	38.3561630249023	6.22309197651663	
20.11.2017_18:57:42	407.217498779297	2.46548583984375	1.78082191780822	2.3972602739726		0.0879120879120870	0	1	38.1604690551758	6.22309197651663	
20.11.2017_18:57:43	407.217498779297	2.46548583984375	1.78082191780822	2.3972602739726		0.0879120879120870	0	1	38.0626220703125	6.22309197651663	
20.11.2017_18:57:45	407.217498779297	2.46548583984375	1.78082191780822	2.3972602739726		0.0879120879120870	0	1	38.1604690551758	6.22309197651663	
20.11.2017_18:57:46	407.217498779297	2.46548583984375	1.78082191780822	2.3972602739726		0.0909090909090906	0	1	38.1604690551758	6.22309197651663	
20.11.2017_18:57:48	407.217498779297	2.46548583984375	1.78082191780822	2.3972602739726		0.0904109589041092	0	1	38.5518608093262	6.22309197651663	
20.11.2017_18:57:49	407.217498779297	2.46548583984375	1.78082191780822	2.3972602739726		0.0934065934065936	0	1	38.3561630249023	6.2426614481409		
20.11.2017_18:57:50	407.317626953125	2.46548583984375	1.78082191780822	2.40704500978474	0.0934065934065936	0	1	38.1604690551758	6.22309197651663	
20.11.2017_18:57:52	407.317626953125	2.46548583984375	1.78082191780822	2.3972602739726		0.0964187327823685	0	1	38.1604690551758	6.22309197651663	
20.11.2017_18:57:53	407.317626953125	2.46548583984375	1.78082191780822	2.40704500978474	0.0958904109589048	0	1	38.1604690551758	6.22309197651663	
20.11.2017_18:57:55	407.317626953125	2.46548583984375	1.78082191780822	2.3972602739726		0.1019283746556478	0	1	37.8669281005859	6.22309197651663	
20.11.2017_18:57:56	407.317626953125	2.46548583984375	1.78082191780822	2.3972602739726		0.0994475138121546	0	1	37.9647750854492	6.20352250489237	
20.11.2017_18:57:58	407.317626953125	2.46548583984375	1.78082191780822	2.3972602739726		0.1043956043956053	0	1	38.4540100097656	6.22309197651663	
20.11.2017_18:57:59	407.417755126953	2.46548583984375	1.78082191780822	2.3972602739726		0.1043956043956053	0	1	38.0626220703125	6.22309197651663	
20.11.2017_18:58:01	407.417755126953	2.46548583984375	1.78082191780822	2.40704500978474	0.1043956043956053	0	1	38.1604690551758	6.2426614481409		
20.11.2017_18:58:02	407.417755126953	2.46548583984375	1.78082191780822	2.40704500978474	0.1043956043956053	0	1	38.2583160400391	6.2426614481409		
20.11.2017_18:58:04	407.469604492188	2.46900299072266	1.78082191780822	2.3972602739726		0.1068493150684945	0	1	38.2583160400391	6.2426614481409		
20.11.2017_18:58:05	407.469604492188	2.46900299072266	1.78082191780822	2.38747553816047	0.1074380165289256	0	1	38.0626220703125	6.22309197651663	
20.11.2017_18:58:06	407.469604492188	2.46900299072266	1.78082191780822	2.3972602739726		0.1074380165289256	0	1	38.1604690551758	6.22309197651663	
20.11.2017_18:58:08	407.469604492188	2.46900299072266	1.78082191780822	2.3972602739726		0.1074380165289256	0	1	38.2583160400391	6.22309197651663	
20.11.2017_18:58:09	407.469604492188	2.46900299072266	1.78082191780822	2.3972602739726		0.1074380165289256	0	1	38.3561630249023	6.22309197651663	
20.11.2017_18:58:11	407.469604492188	2.46900299072266	1.78082191780822	2.3972602739726		0.1074380165289256	0	1	38.3561630249023	6.22309197651663	
20.11.2017_18:58:12	407.570098876953	2.46900299072266	1.78082191780822	2.3972602739726		0.1074380165289256	0	1	38.1604690551758	6.22309197651663	
20.11.2017_18:58:14	407.570098876953	2.46900299072266	1.78082191780822	2.38747553816047	0.1074380165289256	0	1	38.2583160400391	6.20352250489237	
20.11.2017_18:58:15	407.570098876953	2.46900299072266	1.76125244618395	2.38747553816047	0.1104972375690613	0	1	38.4540100097656	6.1839530332681		
20.11.2017_18:58:17	407.570098876953	2.46900299072266	1.76125244618395	2.37769080234834	0.1111111111111118	0	1	38.0626220703125	6.16438356164384	
20.11.2017_18:58:18	407.570098876953	2.46900299072266	1.76125244618395	2.37769080234834	0.1104972375690613	0	1	38.4540100097656	6.1839530332681		
20.11.2017_18:58:20	407.570098876953	2.46900299072266	1.76125244618395	2.38747553816047	0.1049723756906072	0	1	38.1604690551758	6.1839530332681		
20.11.2017_18:58:21	407.669555664063	2.46900299072266	1.78082191780822	2.38747553816047	0.1049723756906072	0	1	38.6497077941895	6.20352250489237	
20.11.2017_18:58:22	407.669555664063	2.46900299072266	1.78082191780822	2.38747553816047	0.0994475138121546	0	1	38.3561630249023	6.20352250489237	
20.11.2017_18:58:24	407.669555664063	2.46900299072266	1.78082191780822	2.37769080234834	0.0994475138121546	0	1	38.4540100097656	6.20352250489237	
20.11.2017_18:58:25	407.669555664063	2.46900299072266	1.76125244618395	2.38747553816047	0.0994475138121546	0	1	38.3561630249023	6.1839530332681		
20.11.2017_18:58:27	407.669555664063	2.46900299072266	1.78082191780822	2.38747553816047	0.0994475138121546	0	1	37.8669281005859	6.20352250489237	
20.11.2017_18:58:28	407.669555664063	2.46900299072266	1.78082191780822	2.38747553816047	0.0989010989011002	0	1	38.4540100097656	6.22309197651663	
20.11.2017_18:58:29	407.769165039063	2.46900299072266	1.78082191780822	2.3972602739726		0.0934065934065936	0	1	37.9647750854492	6.22309197651663	
20.11.2017_18:58:31	407.769165039063	2.46900299072266	1.76125244618395	2.38747553816047	0.0969529085872571	0	1	38.3561630249023	6.20352250489237	
20.11.2017_18:58:32	407.769165039063	2.46900299072266	1.78082191780822	2.38747553816047	0.0909090909090906	0	1	38.6497077941895	6.20352250489237	
20.11.2017_18:58:34	407.769165039063	2.46900299072266	1.76125244618395	2.38747553816047	0.0939226519337005	0	1	38.3561630249023	6.1839530332681		
20.11.2017_18:58:35	407.769165039063	2.46900299072266	1.76125244618395	2.38747553816047	0.0883977900552492	0	1	38.5518608093262	6.1839530332681		
20.11.2017_18:58:37	407.769165039063	2.46900299072266	1.76125244618395	2.38747553816047	0.0858725761772866	0	1	38.0626220703125	6.1839530332681		
20.11.2017_18:58:38	407.868682861328	2.46900299072266	1.76125244618395	2.37769080234834	0.0828729281767963	0	1	38.2583160400391	6.1839530332681		
20.11.2017_18:58:41	407.868682861328	2.46900299072266	1.76125244618395	2.3679060665362		0.0807799442896924	0	1	38.4540100097656	6.14481409001957	
20.11.2017_18:58:43	407.868682861328	2.46900299072266	1.76125244618395	2.3679060665362		0.0777777777777775	0	1	38.4540100097656	6.16438356164384	
20.11.2017_18:58:44	407.9208984375		2.46900299072266	1.76125244618395	2.3679060665362		0.0752089136490243	0	1	38.2583160400391	6.14481409001957	
20.11.2017_18:58:46	407.923645019531	2.43552734375		1.76125244618395	2.3679060665362		0.0696378830083575	0	1	38.1604690551758	6.14481409001957	
20.11.2017_18:58:47	407.923645019531	2.43552734375		1.76125244618395	2.3679060665362		0.0696378830083575	0	1	38.4540100097656	6.14481409001957	
20.11.2017_18:58:49	407.923645019531	2.43552734375		1.76125244618395	2.3679060665362		0.0640668523676892	0	1	38.6497077941895	6.14481409001957	
20.11.2017_18:58:50	407.971343994141	2.43552734375		1.76125244618395	2.37769080234834	0.0581717451523561	0	1	38.1604690551758	6.1839530332681		
20.11.2017_18:58:52	407.971343994141	2.43552734375		1.76125244618395	2.38747553816047	0.0581717451523561	0	1	38.1604690551758	6.1839530332681		
20.11.2017_18:58:53	408.018737792969	2.44564361572266	1.76125244618395	2.37769080234834	0.0526315789473689	0	1	38.1604690551758	6.1839530332681		
20.11.2017_18:58:54	408.018737792969	2.44564361572266	1.76125244618395	2.37769080234834	0.0470914127423817	0	1	38.1604690551758	6.1839530332681		
20.11.2017_18:58:56	408.018737792969	2.44564361572266	1.76125244618395	2.38747553816047	0.0441988950276231	0	1	38.2583160400391	6.1839530332681		
20.11.2017_18:58:57	408.018737792969	2.44564361572266	1.78082191780822	2.38747553816047	0.0358126721763099	0	1	38.2583160400391	6.20352250489237	
20.11.2017_18:58:59	408.018737792969	2.44564361572266	1.78082191780822	2.38747553816047	0.0358126721763099	0	1	38.4540100097656	6.20352250489237	
20.11.2017_18:59:00	408.018737792969	2.44564361572266	1.78082191780822	2.3972602739726		0.0329670329670338	0	1	38.2583160400391	6.22309197651663	
20.11.2017_18:59:02	408.118255615234	2.44564361572266	1.76125244618395	2.38747553816047	0.0220994475138108	0	1	38.0626220703125	6.20352250489237	
20.11.2017_18:59:03	408.118255615234	2.44564361572266	1.78082191780822	2.3972602739726		0.0192837465564720	0	1	38.1604690551758	6.20352250489237	
20.11.2017_18:59:05	408.118255615234	2.44564361572266	1.78082191780822	2.38747553816047	0.0137741046831955	0	1	38.2583160400391	6.20352250489237	
20.11.2017_18:59:06	408.118255615234	2.44564361572266	1.78082191780822	2.3972602739726		0.0054945054945066	0	1	38.1604690551758	6.2426614481409		
20.11.2017_18:59:07	408.118255615234	2.44564361572266	1.76125244618395	2.38747553816047	0.0027700831024922	0	1	37.9647750854492	6.1839530332681		
20.11.2017_18:59:09	408.118255615234	2.44564361572266	1.78082191780822	2.38747553816047	-0.0027548209366382	0	1	37.9647750854492	6.20352250489237	
20.11.2017_18:59:10	408.218536376953	2.44564361572266	1.76125244618395	2.38747553816047	-0.0083102493074781	0	1	38.0626220703125	6.1839530332681		
20.11.2017_18:59:12	408.218536376953	2.44564361572266	1.78082191780822	2.38747553816047	-0.0110497237569055	0	1	38.2583160400391	6.20352250489237	
20.11.2017_18:59:13	408.218536376953	2.44564361572266	1.78082191780822	2.3972602739726		-0.0164835164835169	0	1	38.3561630249023	6.22309197651663	
20.11.2017_18:59:14	408.218536376953	2.44564361572266	1.78082191780822	2.3972602739726		-0.0192837465564748	0	1	37.9647750854492	6.20352250489237	
20.11.2017_18:59:16	408.218536376953	2.44564361572266	1.78082191780822	2.3972602739726		-0.0274725274725287	0	1	38.3561630249023	6.2426614481409		
20.11.2017_18:59:17	408.218536376953	2.44564361572266	1.78082191780822	2.38747553816047	-0.0303030303030306	0	1	38.2583160400391	6.20352250489237	
20.11.2017_18:59:19	408.318328857422	2.44564361572266	1.78082191780822	2.38747553816047	-0.0329670329670338	0	1	38.1604690551758	6.22309197651663	
20.11.2017_18:59:20	408.318328857422	2.44564361572266	1.78082191780822	2.38747553816047	-0.0358126721763085	0	1	38.0626220703125	6.20352250489237	
20.11.2017_18:59:22	408.318328857422	2.44564361572266	1.78082191780822	2.38747553816047	-0.0386740331491718	0	1	37.9647750854492	6.20352250489237	
20.11.2017_18:59:23	408.318328857422	2.44564361572266	1.78082191780822	2.38747553816047	-0.0439560439560428	0	1	37.9647750854492	6.22309197651663	
20.11.2017_18:59:24	408.318328857422	2.44564361572266	1.78082191780822	2.3972602739726		-0.0494505494505493	0	1	37.9647750854492	6.22309197651663	
20.11.2017_18:59:26	408.318328857422	2.44564361572266	1.76125244618395	2.38747553816047	-0.0441988950276246	0	1	37.9647750854492	6.1839530332681		
20.11.2017_18:59:27	408.41796875		2.44564361572266	1.78082191780822	2.3972602739726		-0.0468319559228644	0	1	37.7690811157227	6.20352250489237	
20.11.2017_18:59:29	408.41796875		2.44564361572266	1.78082191780822	2.38747553816047	-0.0468319559228644	0	1	38.1604690551758	6.20352250489237	
20.11.2017_18:59:30	408.41796875		2.44564361572266	1.78082191780822	2.38747553816047	-0.0497237569060758	0	1	37.9647750854492	6.20352250489237	
20.11.2017_18:59:31	408.41796875		2.44564361572266	1.78082191780822	2.38747553816047	-0.0552486187845300	0	1	37.6712341308594	6.20352250489237	
20.11.2017_18:59:33	408.41796875		2.44564361572266	1.76125244618395	2.38747553816047	-0.0552486187845300	0	1	38.3561630249023	6.1839530332681		
20.11.2017_18:59:34	408.41796875		2.44564361572266	1.78082191780822	2.3972602739726		-0.0552486187845300	0	1	37.3776893615723	6.22309197651663	
20.11.2017_18:59:36	408.517547607422	2.44564361572266	1.78082191780822	2.38747553816047	-0.0578512396694216	0	1	37.9647750854492	6.22309197651663	
20.11.2017_18:59:37	408.517547607422	2.44564361572266	1.78082191780822	2.3972602739726		-0.0604395604395611	0	1	37.9647750854492	6.22309197651663	
20.11.2017_18:59:38	408.517547607422	2.44564361572266	1.78082191780822	2.3972602739726		-0.0630136986301368	0	1	38.0626220703125	6.2426614481409		
20.11.2017_18:59:40	408.517547607422	2.44564361572266	1.78082191780822	2.3972602739726		-0.0630136986301368	0	1	37.7690811157227	6.2426614481409		
20.11.2017_18:59:41	408.517547607422	2.44564361572266	1.78082191780822	2.40704500978474	-0.0684931506849309	0	1	37.9647750854492	6.26223091976517	
20.11.2017_18:59:43	408.517547607422	2.44564361572266	1.78082191780822	2.40704500978474	-0.0710382513661201	0	1	37.5733871459961	6.26223091976517	
20.11.2017_18:59:44	408.617767333984	2.44564361572266	1.78082191780822	2.40704500978474	-0.0710382513661201	0	1	37.9647750854492	6.26223091976517	
20.11.2017_18:59:46	408.617767333984	2.44564361572266	1.80039138943249	2.40704500978474	-0.0735694822888287	0	1	37.9647750854492	6.26223091976517	
20.11.2017_18:59:47	408.617767333984	2.44564361572266	1.78082191780822	2.41682974559687	-0.0794520547945221	0	1	37.6712341308594	6.26223091976517	
20.11.2017_18:59:48	408.617767333984	2.44564361572266	1.78082191780822	2.40704500978474	-0.0794520547945221	0	1	37.8669281005859	6.26223091976517	
20.11.2017_18:59:50	408.617767333984	2.44564361572266	1.78082191780822	2.40704500978474	-0.0794520547945221	0	1	37.9647750854492	6.26223091976517	
20.11.2017_18:59:51	408.617767333984	2.44564361572266	1.76125244618395	2.38747553816047	-0.0803324099722994	0	1	37.9647750854492	6.1839530332681		
20.11.2017_18:59:53	408.718444824219	2.44564361572266	1.78082191780822	2.38747553816047	-0.0803324099722994	0	1	37.8669281005859	6.20352250489237	
20.11.2017_18:59:54	408.718444824219	2.44564361572266	1.78082191780822	2.38747553816047	-0.0773480662983437	0	1	37.9647750854492	6.20352250489237	
20.11.2017_18:59:56	408.718444824219	2.44564361572266	1.78082191780822	2.38747553816047	-0.0743801652892568	0	1	37.4755363464355	6.22309197651663	
20.11.2017_18:59:57	408.718444824219	2.44564361572266	1.76125244618395	2.38747553816047	-0.0773480662983437	0	1	38.0626220703125	6.20352250489237	
20.11.2017_18:59:59	408.718444824219	2.44564361572266	1.78082191780822	2.38747553816047	-0.0773480662983437	0	1	37.8669281005859	6.20352250489237	
20.11.2017_19:00:00	408.718444824219	2.44564361572266	1.76125244618395	2.37769080234834	-0.0773480662983437	0	1	37.7690811157227	6.1839530332681		
20.11.2017_19:00:02	408.817993164063	2.44564361572266	1.78082191780822	2.3972602739726		-0.0714285714285714	0	1	37.7690811157227	6.2426614481409		
20.11.2017_19:00:03	408.817993164063	2.44564361572266	1.78082191780822	2.3972602739726		-0.0714285714285714	0	1	37.9647750854492	6.22309197651663	
20.11.2017_19:00:05	408.817993164063	2.44564361572266	1.78082191780822	2.38747553816047	-0.0718232044198896	0	1	37.9647750854492	6.20352250489237	
20.11.2017_19:00:06	408.817993164063	2.44564361572266	1.78082191780822	2.38747553816047	-0.0688705234159774	0	1	37.9647750854492	6.20352250489237	
20.11.2017_19:00:08	408.817993164063	2.44564361572266	1.76125244618395	2.3679060665362		-0.0696378830083575	0	1	38.0626220703125	6.14481409001957	
20.11.2017_19:00:09	408.817993164063	2.44564361572266	1.76125244618395	2.35812133072407	-0.0696378830083575	0	1	37.6712341308594	6.14481409001957	
20.11.2017_19:00:10	408.917236328125	2.44564361572266	1.76125244618395	2.37769080234834	-0.0637119113573405	0	1	37.9647750854492	6.1839530332681		
20.11.2017_19:00:12	408.917236328125	2.44564361572266	1.76125244618395	2.37769080234834	-0.0637119113573405	0	1	37.7690811157227	6.1839530332681		
20.11.2017_19:00:13	408.917236328125	2.44564361572266	1.78082191780822	2.38747553816047	-0.0607734806629826	0	1	38.0626220703125	6.20352250489237	
20.11.2017_19:00:15	408.917236328125	2.44564361572266	1.78082191780822	2.38747553816047	-0.0607734806629826	0	1	37.9647750854492	6.20352250489237	
20.11.2017_19:00:16	408.917236328125	2.44564361572266	1.78082191780822	2.38747553816047	-0.0578512396694216	0	1	37.9647750854492	6.20352250489237	
20.11.2017_19:00:18	408.917236328125	2.44564361572266	1.78082191780822	2.37769080234834	-0.0552486187845300	0	1	37.8669281005859	6.20352250489237	
20.11.2017_19:00:19	409.017150878906	2.44564361572266	1.76125244618395	2.38747553816047	-0.0552486187845300	0	1	37.6712341308594	6.20352250489237	
20.11.2017_19:00:20	409.017150878906	2.44564361572266	1.76125244618395	2.37769080234834	-0.0526315789473689	0	1	37.9647750854492	6.16438356164384	
20.11.2017_19:00:22	409.017150878906	2.44564361572266	1.76125244618395	2.37769080234834	-0.0526315789473689	0	1	38.1604690551758	6.1839530332681		
20.11.2017_19:00:23	409.017150878906	2.44564361572266	1.76125244618395	2.3679060665362		-0.0500000000000000	0	1	38.1604690551758	6.16438356164384	
20.11.2017_19:00:24	409.017150878906	2.44564361572266	1.76125244618395	2.3679060665362		-0.0473537604456819	0	1	38.2583160400391	6.14481409001957	
20.11.2017_19:00:26	409.017150878906	2.44564361572266	1.76125244618395	2.37769080234834	-0.0444444444444446	0	1	37.8669281005859	6.16438356164384	
20.11.2017_19:00:27	409.017150878906	2.44564361572266	1.76125244618395	2.3679060665362		-0.0417827298050136	0	1	38.0626220703125	6.16438356164384	
20.11.2017_19:00:29	409.116729736328	2.44564361572266	1.76125244618395	2.37769080234834	-0.0360110803324099	0	1	37.9647750854492	6.1839530332681		
20.11.2017_19:00:30	409.116729736328	2.44564361572266	1.76125244618395	2.3679060665362		-0.0333333333333328	0	1	37.9647750854492	6.16438356164384	
20.11.2017_19:00:31	409.116729736328	2.44564361572266	1.78082191780822	2.3972602739726		-0.0247933884297513	0	1	37.9647750854492	6.22309197651663	
20.11.2017_19:00:33	409.116729736328	2.44564361572266	1.78082191780822	2.38747553816047	-0.0192837465564748	0	1	37.9647750854492	6.22309197651663	
20.11.2017_19:00:34	409.116729736328	2.44564361572266	1.76125244618395	2.37769080234834	-0.0220994475138123	0	1	37.7690811157227	6.1839530332681		
20.11.2017_19:00:36	409.116729736328	2.44564361572266	1.76125244618395	2.37769080234834	-0.0166666666666657	0	1	37.9647750854492	6.16438356164384	
20.11.2017_19:00:37	409.216613769531	2.44564361572266	1.76125244618395	2.3679060665362		-0.0166666666666657	0	1	37.8669281005859	6.16438356164384	
20.11.2017_19:00:39	409.216613769531	2.44564361572266	1.76125244618395	2.37769080234834	-0.0138504155124653	0	1	38.1604690551758	6.16438356164384	
20.11.2017_19:00:40	409.216613769531	2.44564361572266	1.76125244618395	2.3679060665362		-0.0111111111111105	0	1	37.9647750854492	6.14481409001957	
20.11.2017_19:00:42	409.216613769531	2.44564361572266	1.78082191780822	2.38747553816047	-0.0110497237569055	0	1	38.4540100097656	6.20352250489237	
20.11.2017_19:00:43	409.216613769531	2.44564361572266	1.78082191780822	2.38747553816047	-0.0055248618784513	0	1	37.9647750854492	6.20352250489237	
20.11.2017_19:00:45	409.216613769531	2.44564361572266	1.78082191780822	2.38747553816047	-0.0027548209366382	0	1	38.0626220703125	6.20352250489237	
20.11.2017_19:00:46	409.316375732422	2.44564361572266	1.78082191780822	2.3972602739726		-0.0027548209366382	0	1	37.8669281005859	6.22309197651663	
20.11.2017_19:00:47	409.316375732422	2.44564361572266	1.76125244618395	2.37769080234834	0.0027700831024922	0	1	37.9647750854492	6.16438356164384	
20.11.2017_19:00:49	409.316375732422	2.44564361572266	1.74168297455969	2.35812133072407	0.0028011204481798	0	1	38.0626220703125	6.1252446183953		
20.11.2017_19:00:50	409.316375732422	2.44564361572266	1.74168297455969	2.35812133072407	0.0028011204481798	0	1	38.1604690551758	6.1252446183953		
20.11.2017_19:00:52	409.316375732422	2.44564361572266	1.76125244618395	2.3679060665362		0.0055555555555553	0	1	38.0626220703125	6.14481409001957	
20.11.2017_19:00:53	409.316375732422	2.44564361572266	1.76125244618395	2.3679060665362		0.0139275766016712	0	1	38.1604690551758	6.14481409001957	
20.11.2017_19:00:54	409.415344238281	2.44564361572266	1.76125244618395	2.37769080234834	0.0138504155124653	0	1	38.0626220703125	6.16438356164384	
20.11.2017_19:00:56	409.415344238281	2.44564361572266	1.76125244618395	2.37769080234834	0.0166666666666671	0	1	38.2583160400391	6.16438356164384	
20.11.2017_19:00:57	409.415344238281	2.44564361572266	1.76125244618395	2.37769080234834	0.0222222222222223	0	1	38.0626220703125	6.16438356164384	
20.11.2017_19:00:59	409.415344238281	2.44564361572266	1.76125244618395	2.37769080234834	0.0249307479224369	0	1	38.1604690551758	6.1839530332681		
20.11.2017_19:01:00	409.415344238281	2.44564361572266	1.76125244618395	2.37769080234834	0.0277777777777775	0	1	37.9647750854492	6.16438356164384	
20.11.2017_19:01:02	409.415344238281	2.44564361572266	1.76125244618395	2.37769080234834	0.0304709141274241	0	1	38.1604690551758	6.16438356164384	
20.11.2017_19:01:03	409.515014648438	2.44564361572266	1.76125244618395	2.3679060665362		0.0333333333333328	0	1	38.0626220703125	6.16438356164384	
20.11.2017_19:01:04	409.515014648438	2.44564361572266	1.76125244618395	2.3679060665362		0.0362116991643440	0	1	37.9647750854492	6.14481409001957	
20.11.2017_19:01:06	409.515014648438	2.44564361572266	1.76125244618395	2.3679060665362		0.0388888888888880	0	1	38.3561630249023	6.14481409001957	
20.11.2017_19:01:07	409.515014648438	2.44564361572266	1.76125244618395	2.3679060665362		0.0444444444444446	0	1	37.9647750854492	6.16438356164384	
20.11.2017_19:01:09	409.515014648438	2.44564361572266	1.76125244618395	2.3679060665362		0.0473537604456832	0	1	38.3561630249023	6.14481409001957	
20.11.2017_19:01:10	409.515014648438	2.44564361572266	1.76125244618395	2.3679060665362		0.0500000000000000	0	1	38.2583160400391	6.16438356164384	
20.11.2017_19:01:12	409.613830566406	2.44564361572266	1.76125244618395	2.3679060665362		0.0529247910863515	0	1	38.1604690551758	6.16438356164384	
20.11.2017_19:01:13	409.613830566406	2.44564361572266	1.76125244618395	2.3679060665362		0.0529247910863515	0	1	38.4540100097656	6.14481409001957	
20.11.2017_19:01:15	409.613830566406	2.44564361572266	1.76125244618395	2.3679060665362		0.0584958217270196	0	1	38.0626220703125	6.16438356164384	
20.11.2017_19:01:16	409.613830566406	2.44564361572266	1.76125244618395	2.3679060665362		0.0611111111111117	0	1	38.3561630249023	6.14481409001957	
20.11.2017_19:01:18	409.613830566406	2.44564361572266	1.76125244618395	2.3679060665362		0.0670391061452532	0	1	38.2583160400391	6.14481409001957	
20.11.2017_19:01:19	409.613830566406	2.44564361572266	1.76125244618395	2.3679060665362		0.0696378830083575	0	1	38.3561630249023	6.14481409001957	
20.11.2017_19:01:20	409.712646484375	2.44564361572266	1.76125244618395	2.3679060665362		0.0722222222222224	0	1	38.4540100097656	6.14481409001957	
20.11.2017_19:01:22	409.712646484375	2.44564361572266	1.76125244618395	2.3679060665362		0.0752089136490243	0	1	38.2583160400391	6.14481409001957	
20.11.2017_19:01:23	409.712646484375	2.44564361572266	1.76125244618395	2.3679060665362		0.0777777777777775	0	1	38.2583160400391	6.14481409001957	
20.11.2017_19:01:25	409.712646484375	2.44564361572266	1.76125244618395	2.3679060665362		0.0807799442896924	0	1	38.2583160400391	6.14481409001957	
20.11.2017_19:01:26	409.712646484375	2.44564361572266	1.78082191780822	2.38747553816047	0.0828729281767963	0	1	38.3561630249023	6.20352250489237	
20.11.2017_19:01:28	409.712646484375	2.44564361572266	1.78082191780822	2.3972602739726		0.0879120879120870	0	1	37.9647750854492	6.22309197651663	
20.11.2017_19:01:29	409.811706542969	2.44564361572266	1.78082191780822	2.3972602739726		0.0853994490358126	0	1	38.2583160400391	6.20352250489237	
20.11.2017_19:01:31	409.811706542969	2.44564361572266	1.78082191780822	2.3972602739726		0.0879120879120870	0	1	38.1604690551758	6.22309197651663	
20.11.2017_19:01:32	409.811706542969	2.44564361572266	1.78082191780822	2.38747553816047	0.0883977900552492	0	1	38.3561630249023	6.20352250489237	
20.11.2017_19:01:33	409.811706542969	2.44564361572266	1.78082191780822	2.3972602739726		0.0909090909090906	0	1	38.1604690551758	6.20352250489237	
20.11.2017_19:01:35	409.811706542969	2.44564361572266	1.78082191780822	2.38747553816047	0.0909090909090906	0	1	37.9647750854492	6.20352250489237	
20.11.2017_19:01:36	409.811706542969	2.44564361572266	1.78082191780822	2.38747553816047	0.0909090909090906	0	1	38.0626220703125	6.20352250489237	
20.11.2017_19:01:38	409.912078857422	2.44564361572266	1.78082191780822	2.3972602739726		0.0909090909090906	0	1	38.1604690551758	6.22309197651663	
20.11.2017_19:01:39	409.912078857422	2.44564361572266	1.78082191780822	2.3972602739726		0.0909090909090906	0	1	38.7475547790527	6.22309197651663	
20.11.2017_19:01:40	409.912078857422	2.44564361572266	1.78082191780822	2.3972602739726		0.0909090909090906	0	1	38.2583160400391	6.22309197651663	
20.11.2017_19:01:42	409.912078857422	2.44564361572266	1.78082191780822	2.38747553816047	0.0939226519337020	0	1	38.3561630249023	6.20352250489237	
20.11.2017_19:01:43	409.912078857422	2.44564361572266	1.78082191780822	2.38747553816047	0.0939226519337020	0	1	38.1604690551758	6.20352250489237	
20.11.2017_19:01:45	409.912078857422	2.44564361572266	1.78082191780822	2.38747553816047	0.0939226519337020	0	1	38.1604690551758	6.20352250489237	
20.11.2017_19:01:46	410.011962890625	2.44564361572266	1.76125244618395	2.38747553816047	0.0969529085872571	0	1	38.3561630249023	6.1839530332681		
20.11.2017_19:01:47	410.011962890625	2.44564361572266	1.78082191780822	2.38747553816047	0.0939226519337020	0	1	38.4540100097656	6.20352250489237	
20.11.2017_19:01:49	410.011962890625	2.44564361572266	1.76125244618395	2.38747553816047	0.0969529085872571	0	1	38.1604690551758	6.1839530332681		
20.11.2017_19:01:50	410.011962890625	2.44564361572266	1.78082191780822	2.38747553816047	0.0939226519337020	0	1	38.0626220703125	6.20352250489237	
20.11.2017_19:01:52	410.011962890625	2.44564361572266	1.78082191780822	2.38747553816047	0.0969529085872571	0	1	38.2583160400391	6.20352250489237	
20.11.2017_19:01:53	410.011962890625	2.44564361572266	1.76125244618395	2.38747553816047	0.0969529085872571	0	1	38.1604690551758	6.1839530332681		
20.11.2017_19:01:54	410.111602783203	2.44564361572266	1.76125244618395	2.38747553816047	0.0969529085872571	0	1	38.2583160400391	6.1839530332681		
20.11.2017_19:01:56	410.111602783203	2.44564361572266	1.76125244618395	2.38747553816047	0.0969529085872571	0	1	38.4540100097656	6.1839530332681		
20.11.2017_19:01:57	410.111602783203	2.44564361572266	1.76125244618395	2.38747553816047	0.0969529085872571	0	1	38.3561630249023	6.1839530332681		
