param			w			W_T			dkr1			W			dkv1_of			supp	load	G			dkr1_k			
20.11.2017_17:29:51	369.843597412109	2.5260578918457		1.81996086105675	2.43639921722114	-0.0026954177897580	0	1	37.279842376709		6.1839530332681		
20.11.2017_17:29:53	369.843597412109	2.5260578918457		1.81996086105675	2.43639921722114	-0.0053763440860212	0	1	37.1819953918457	6.20352250489237	
20.11.2017_17:29:55	369.843597412109	2.5260578918457		1.81996086105675	2.43639921722114	-0.0080428954423595	0	1	37.3776893615723	6.20352250489237	
20.11.2017_17:29:56	369.945831298828	2.5260578918457		1.81996086105675	2.43639921722114	-0.0215053763440861	0	1	36.8884544372559	6.20352250489237	
20.11.2017_17:29:57	369.945831298828	2.5260578918457		1.81996086105675	2.44618395303327	-0.0241286863270770	0	1	36.9863014221191	6.20352250489237	
20.11.2017_17:29:59	369.945831298828	2.5260578918457		1.81996086105675	2.44618395303327	-0.0348525469168901	0	1	36.9863014221191	6.22309197651663	
20.11.2017_17:30:00	369.945831298828	2.5260578918457		1.81996086105675	2.44618395303327	-0.0374331550802144	0	1	36.9863014221191	6.22309197651663	
20.11.2017_17:30:01	369.945831298828	2.5260578918457		1.81996086105675	2.4559686888454		-0.0453333333333327	0	1	36.9863014221191	6.2426614481409		
20.11.2017_17:30:03	369.945831298828	2.5260578918457		1.81996086105675	2.426614481409		-0.0537634408602160	0	1	37.279842376709		6.1839530332681		
20.11.2017_17:30:04	370.047790527344	2.5260578918457		1.81996086105675	2.43639921722114	-0.0616621983914193	0	1	37.0841484069824	6.20352250489237	
20.11.2017_17:30:06	370.047790527344	2.5260578918457		1.81996086105675	2.426614481409		-0.0673854447439348	0	1	36.9863014221191	6.1839530332681		
