param			dkv1_of			G			W			
20.11.2017_17:30:55	-0.1724137931034482	36.7906074523926	2.47553816046967	
20.11.2017_17:30:56	-0.1662269129287586	36.7906074523926	2.4853228962818		
20.11.2017_17:30:58	-0.1662269129287586	36.6927604675293	2.47553816046967	
20.11.2017_17:31:01	-0.1662269129287586	36.6927604675293	2.4853228962818		
20.11.2017_17:31:03	-0.1662269129287586	36.594913482666		2.47553816046967	
20.11.2017_17:31:06	-0.1640211640211624	36.6927604675293	2.47553816046967	
20.11.2017_17:31:08	-0.1640211640211624	36.6927604675293	2.47553816046967	
20.11.2017_17:31:10	-0.1587301587301587	36.6927604675293	2.47553816046967	
20.11.2017_17:31:11	-0.1564986737400526	36.6927604675293	2.47553816046967	
20.11.2017_17:31:13	-0.1542553191489353	36.594913482666		2.47553816046967	
20.11.2017_17:31:14	-0.1511936339522548	36.594913482666		2.47553816046967	
20.11.2017_17:31:16	-0.1458885941644553	36.7906074523926	2.47553816046967	
20.11.2017_17:31:17	-0.1428571428571413	36.594913482666		2.47553816046967	
20.11.2017_17:31:18	-0.1428571428571413	36.8884544372559	2.47553816046967	
20.11.2017_17:31:20	-0.1375661375661378	36.4970626831055	2.47553816046967	
20.11.2017_17:31:21	-0.1352785145888603	36.7906074523926	2.47553816046967	
20.11.2017_17:31:22	-0.1352785145888591	36.594913482666		2.47553816046967	
20.11.2017_17:31:24	-0.1299734748010609	36.8884544372559	2.47553816046967	
20.11.2017_17:31:26	-0.1276595744680857	36.6927604675293	2.46575342465753	
20.11.2017_17:31:27	-0.1246684350132641	36.6927604675293	2.47553816046967	
20.11.2017_17:31:28	-0.1164021164021162	36.8884544372559	2.4853228962818		
20.11.2017_17:31:30	-0.1134564643799480	36.594913482666		2.4853228962818		
20.11.2017_17:31:31	-0.1111111111111114	36.7906074523926	2.4853228962818		
20.11.2017_17:31:33	-0.1058201058201064	36.6927604675293	2.4853228962818		
20.11.2017_17:31:34	-0.0981432360742696	36.7906074523926	2.47553816046967	
20.11.2017_17:31:35	-0.1005291005290999	36.8884544372559	2.47553816046967	
20.11.2017_17:31:37	-0.0981432360742696	36.8884544372559	2.47553816046967	
20.11.2017_17:31:38	-0.0923482849604230	36.9863014221191	2.4853228962818		
20.11.2017_17:31:40	-0.0851063829787252	37.0841484069824	2.47553816046967	
20.11.2017_17:31:41	-0.0822281167108766	37.0841484069824	2.47553816046967	
20.11.2017_17:31:43	-0.0769230769230771	36.9863014221191	2.47553816046967	
20.11.2017_17:31:44	-0.0740740740740737	36.9863014221191	2.47553816046967	
20.11.2017_17:31:45	-0.0691489361702126	36.8884544372559	2.46575342465753	
20.11.2017_17:31:47	-0.0716180371352789	36.6927604675293	2.4853228962818		
20.11.2017_17:31:48	-0.0659630606860180	36.8884544372559	2.4853228962818		
20.11.2017_17:31:50	-0.0610079575596829	36.7906074523926	2.47553816046967	
20.11.2017_17:31:51	-0.0560000000000002	36.9863014221191	2.46575342465753	
20.11.2017_17:31:52	-0.0506666666666671	36.8884544372559	2.46575342465753	
20.11.2017_17:31:54	-0.0399999999999997	37.0841484069824	2.4559686888454		
20.11.2017_17:31:55	-0.0450928381962858	36.6927604675293	2.4853228962818		
20.11.2017_17:31:57	-0.0395778364116091	36.6927604675293	2.4853228962818		
20.11.2017_17:31:58	-0.0370370370370362	37.0841484069824	2.4853228962818		
20.11.2017_17:32:01	-0.0264550264550277	36.8884544372559	2.4853228962818		
20.11.2017_17:32:02	-0.0239999999999992	36.9863014221191	2.46575342465753	
20.11.2017_17:32:04	-0.0186666666666663	37.279842376709		2.4559686888454		
20.11.2017_17:32:05	-0.0133333333333347	36.8884544372559	2.46575342465753	
20.11.2017_17:32:07	-0.0053475935828874	37.1819953918457	2.4559686888454		
20.11.2017_17:32:08	0.0026809651474536	37.1819953918457	2.4559686888454		
20.11.2017_17:32:09	0.0080428954423595	37.279842376709		2.4559686888454		
20.11.2017_17:32:11	0.0134048257372653	37.279842376709		2.44618395303327	
20.11.2017_17:32:12	0.0215053763440861	37.0841484069824	2.44618395303327	
20.11.2017_17:32:14	0.0268817204301086	37.3776893615723	2.44618395303327	
20.11.2017_17:32:15	0.0320855614973257	36.8884544372559	2.4559686888454		
20.11.2017_17:32:16	0.0346666666666667	36.9863014221191	2.46575342465753	
20.11.2017_17:32:18	0.0427807486631018	37.3776893615723	2.46575342465753	
20.11.2017_17:32:19	0.0453333333333341	37.279842376709		2.46575342465753	
20.11.2017_17:32:21	0.0481283422459891	37.3776893615723	2.4559686888454		
20.11.2017_17:32:22	0.0588235294117641	37.4755363464355	2.4559686888454		
20.11.2017_17:32:23	0.0588235294117641	37.3776893615723	2.4559686888454		
20.11.2017_17:32:25	0.0616621983914194	37.3776893615723	2.4559686888454		
20.11.2017_17:32:26	0.0645161290322571	36.9863014221191	2.4559686888454		
20.11.2017_17:32:27	0.0673854447439349	37.0841484069824	2.44618395303327	
20.11.2017_17:32:29	0.0698924731182796	37.1819953918457	2.44618395303327	
20.11.2017_17:32:30	0.0698924731182796	37.1819953918457	2.44618395303327	
20.11.2017_17:32:32	0.0752688172043022	37.8669281005859	2.44618395303327	
20.11.2017_17:32:33	0.0777479892761410	37.3776893615723	2.44618395303327	
20.11.2017_17:32:34	0.0835579514824796	37.279842376709		2.43639921722114	
20.11.2017_17:32:36	0.0835579514824796	37.4755363464355	2.43639921722114	
20.11.2017_17:32:37	0.0835579514824796	37.5733871459961	2.44618395303327	
20.11.2017_17:32:39	0.0864864864864869	37.279842376709		2.43639921722114	
20.11.2017_17:32:40	0.0889487870619942	37.5733871459961	2.44618395303327	
20.11.2017_17:32:41	0.0913978494623657	36.9863014221191	2.44618395303327	
20.11.2017_17:32:43	0.0948509485094859	37.3776893615723	2.43639921722114	
20.11.2017_17:32:44	0.0972972972972986	37.3776893615723	2.43639921722114	
20.11.2017_17:32:45	0.0948509485094859	37.6712341308594	2.43639921722114	
20.11.2017_17:32:47	0.0967741935483883	37.4755363464355	2.44618395303327	
20.11.2017_17:32:48	0.0913978494623657	37.6712341308594	2.44618395303327	
20.11.2017_17:32:50	0.0806451612903234	37.6712341308594	2.4559686888454		
20.11.2017_17:32:51	0.0777479892761410	37.3776893615723	2.44618395303327	
20.11.2017_17:32:53	0.0752688172043022	37.3776893615723	2.4559686888454		
20.11.2017_17:32:54	0.0723860589812338	37.5733871459961	2.4559686888454		
20.11.2017_17:32:56	0.0698924731182796	37.3776893615723	2.4559686888454		
20.11.2017_17:32:57	0.0666666666666661	37.1819953918457	2.46575342465753	
20.11.2017_17:32:58	0.0616621983914194	37.3776893615723	2.44618395303327	
20.11.2017_17:33:00	0.0566037735849057	37.279842376709		2.44618395303327	
20.11.2017_17:33:01	0.0566037735849057	37.5733871459961	2.44618395303327	
20.11.2017_17:33:03	0.0566037735849057	37.4755363464355	2.43639921722114	
20.11.2017_17:33:04	0.0537634408602160	37.3776893615723	2.43639921722114	
20.11.2017_17:33:05	0.0486486486486486	37.3776893615723	2.44618395303327	
20.11.2017_17:33:07	0.0458221024258754	37.0841484069824	2.44618395303327	
20.11.2017_17:33:08	0.0458221024258754	37.1819953918457	2.44618395303327	
20.11.2017_17:33:10	0.0404312668463595	37.3776893615723	2.43639921722114	
20.11.2017_17:33:11	0.0350404312668463	37.4755363464355	2.44618395303327	
20.11.2017_17:33:13	0.0350404312668463	37.4755363464355	2.44618395303327	
20.11.2017_17:33:14	0.0296495956873318	36.9863014221191	2.44618395303327	
20.11.2017_17:33:16	0.0241286863270783	37.5733871459961	2.44618395303327	
20.11.2017_17:33:17	0.0215053763440861	37.1819953918457	2.4559686888454		
20.11.2017_17:33:19	0.0160427807486636	37.279842376709		2.46575342465753	
20.11.2017_17:33:20	0.0161290322580649	37.0841484069824	2.44618395303327	
20.11.2017_17:33:21	0.0080428954423595	37.279842376709		2.4559686888454		
20.11.2017_17:33:23	0.0026809651474536	37.279842376709		2.44618395303327	
20.11.2017_17:33:24	0.0000000000000000	37.279842376709		2.4559686888454		
20.11.2017_17:33:26	-0.0026809651474536	37.3776893615723	2.4559686888454		
20.11.2017_17:33:27	-0.0106951871657748	37.0841484069824	2.4559686888454		
20.11.2017_17:33:29	-0.0160427807486622	37.0841484069824	2.46575342465753	
20.11.2017_17:33:30	-0.0187667560321698	37.0841484069824	2.4559686888454		
20.11.2017_17:33:32	-0.0216216216216218	37.3776893615723	2.43639921722114	
20.11.2017_17:33:33	-0.0296495956873319	37.3776893615723	2.43639921722114	
20.11.2017_17:33:35	-0.0350404312668464	37.279842376709		2.43639921722114	
20.11.2017_17:33:36	-0.0376344086021497	37.0841484069824	2.44618395303327	
20.11.2017_17:33:38	-0.0455764075067018	36.9863014221191	2.44618395303327	
20.11.2017_17:33:39	-0.0509383378016077	36.9863014221191	2.4559686888454		
20.11.2017_17:33:41	-0.0458221024258754	37.0841484069824	2.44618395303327	
20.11.2017_17:33:42	-0.0509383378016077	37.279842376709		2.4559686888454		
20.11.2017_17:33:43	-0.0534759358288766	36.8884544372559	2.4559686888454		
20.11.2017_17:33:45	-0.0616621983914221	37.1819953918457	2.4559686888454		
20.11.2017_17:33:46	-0.0698924731182782	36.8884544372559	2.44618395303327	
20.11.2017_17:33:48	-0.0723860589812324	36.9863014221191	2.44618395303327	
20.11.2017_17:33:49	-0.0826666666666653	37.0841484069824	2.46575342465753	
20.11.2017_17:33:51	-0.0855614973262024	36.7906074523926	2.46575342465753	
20.11.2017_17:33:52	-0.0909090909090912	36.7906074523926	2.46575342465753	
20.11.2017_17:33:54	-0.0981432360742710	36.9863014221191	2.46575342465753	
20.11.2017_17:33:55	-0.0967741935483882	36.9863014221191	2.44618395303327	
20.11.2017_17:33:56	-0.0997304582210245	36.9863014221191	2.44618395303327	
20.11.2017_17:33:58	-0.0938337801608600	36.9863014221191	2.44618395303327	
20.11.2017_17:34:00	-0.0913978494623672	36.7906074523926	2.44618395303327	
20.11.2017_17:34:02	-0.0938337801608600	36.8884544372559	2.4559686888454		
20.11.2017_17:34:03	-0.0938337801608600	37.3776893615723	2.4559686888454		
20.11.2017_17:34:05	-0.0938337801608600	37.1819953918457	2.4559686888454		
20.11.2017_17:34:07	-0.0986666666666672	37.1819953918457	2.46575342465753	
20.11.2017_17:34:08	-0.0986666666666672	37.0841484069824	2.46575342465753	
20.11.2017_17:34:09	-0.0986666666666672	36.8884544372559	2.46575342465753	
20.11.2017_17:34:11	-0.1010638297872351	36.6927604675293	2.46575342465753	
20.11.2017_17:34:12	-0.1040000000000001	36.6927604675293	2.46575342465753	
20.11.2017_17:34:14	-0.1063829787234048	36.6927604675293	2.47553816046967	
20.11.2017_17:34:15	-0.1087533156498684	36.8884544372559	2.47553816046967	
20.11.2017_17:34:17	-0.1087533156498684	36.9863014221191	2.46575342465753	
20.11.2017_17:34:18	-0.1122994652406419	36.7906074523926	2.4559686888454		
20.11.2017_17:34:20	-0.1152815013404833	36.8884544372559	2.44618395303327	
20.11.2017_17:34:21	-0.1152815013404833	36.594913482666		2.44618395303327	
20.11.2017_17:34:23	-0.1152815013404833	36.8884544372559	2.44618395303327	
20.11.2017_17:34:24	-0.0909090909090924	36.9863014221191	2.4559686888454		
20.11.2017_17:34:26	-0.0860215053763446	36.7906074523926	2.44618395303327	
20.11.2017_17:34:27	-0.0826666666666666	36.7906074523926	2.4559686888454		
20.11.2017_17:34:29	-0.0802139037433149	37.1819953918457	2.44618395303327	
20.11.2017_17:34:30	-0.0777479892761383	36.6927604675293	2.44618395303327	
20.11.2017_17:34:32	-0.0727762803234493	36.7906074523926	2.44618395303327	
20.11.2017_17:34:33	-0.0698924731182796	36.9863014221191	2.44618395303327	
20.11.2017_17:34:35	-0.0673854447439349	37.279842376709		2.43639921722114	
20.11.2017_17:34:36	-0.0616621983914194	36.8884544372559	2.44618395303327	
20.11.2017_17:34:38	-0.0591397849462358	36.7906074523926	2.44618395303327	
20.11.2017_17:34:39	-0.0540540540540536	36.9863014221191	2.43639921722114	
20.11.2017_17:34:41	-0.0483870967741934	36.9863014221191	2.44618395303327	
20.11.2017_17:34:42	-0.0430107526881723	37.1819953918457	2.44618395303327	
20.11.2017_17:34:44	-0.0350404312668464	37.1819953918457	2.43639921722114	
20.11.2017_17:34:45	-0.0296495956873305	37.1819953918457	2.43639921722114	
20.11.2017_17:34:47	-0.0215053763440876	36.9863014221191	2.4559686888454		
20.11.2017_17:34:48	-0.0107526881720437	37.0841484069824	2.44618395303327	
20.11.2017_17:34:50	-0.0107526881720437	37.279842376709		2.4559686888454		
20.11.2017_17:34:51	-0.0026809651474522	37.3776893615723	2.44618395303327	
20.11.2017_17:34:53	0.0053763440860212	36.8884544372559	2.43639921722114	
20.11.2017_17:34:54	0.0108108108108116	36.9863014221191	2.43639921722114	
20.11.2017_17:34:56	0.0161290322580649	37.1819953918457	2.44618395303327	
20.11.2017_17:34:57	0.0215053763440861	37.0841484069824	2.44618395303327	
20.11.2017_17:34:58	0.0268817204301073	36.6927604675293	2.44618395303327	
20.11.2017_17:35:00	0.0320855614973270	37.279842376709		2.4559686888454		
20.11.2017_17:35:01	0.0374331550802144	37.0841484069824	2.46575342465753	
20.11.2017_17:35:03	0.0453333333333328	37.1819953918457	2.46575342465753	
20.11.2017_17:35:04	0.0506666666666672	37.3776893615723	2.46575342465753	
20.11.2017_17:35:06	0.0560000000000016	37.1819953918457	2.46575342465753	
20.11.2017_17:35:07	0.0588235294117654	37.3776893615723	2.46575342465753	
20.11.2017_17:35:09	0.0695187165775401	37.1819953918457	2.46575342465753	
20.11.2017_17:35:10	0.0695187165775401	37.7690811157227	2.46575342465753	
20.11.2017_17:35:11	0.0773333333333322	37.3776893615723	2.46575342465753	
20.11.2017_17:35:13	0.0855614973262037	37.279842376709		2.46575342465753	
20.11.2017_17:35:15	0.0855614973262037	37.0841484069824	2.4559686888454		
20.11.2017_17:35:16	0.0909090909090924	37.4755363464355	2.46575342465753	
20.11.2017_17:35:17	0.0962566844919785	37.279842376709		2.4559686888454		
20.11.2017_17:35:19	0.0991957104557630	37.279842376709		2.4559686888454		
20.11.2017_17:35:20	0.1021505376344081	37.1819953918457	2.4559686888454		
20.11.2017_17:35:22	0.0991957104557630	37.1819953918457	2.46575342465753	
20.11.2017_17:35:23	0.0670241286863266	37.279842376709		2.4559686888454		
20.11.2017_17:35:25	0.0670241286863266	37.0841484069824	2.44618395303327	
20.11.2017_17:35:26	0.0594594594594588	37.279842376709		2.426614481409		
20.11.2017_17:35:28	0.0537634408602160	37.8669281005859	2.426614481409		
20.11.2017_17:35:29	0.0486486486486486	37.8669281005859	2.426614481409		
20.11.2017_17:35:31	0.0458221024258769	37.5733871459961	2.426614481409		
20.11.2017_17:35:32	0.0432432432432449	37.7690811157227	2.426614481409		
20.11.2017_17:35:33	0.0404312668463622	37.7690811157227	2.426614481409		
20.11.2017_17:35:35	0.0378378378378384	37.8669281005859	2.426614481409		
20.11.2017_17:35:36	0.0322580645161285	37.8669281005859	2.426614481409		
20.11.2017_17:35:38	0.0322580645161285	37.4755363464355	2.43639921722114	
20.11.2017_17:35:39	0.0241286863270783	37.9647750854492	2.44618395303327	
20.11.2017_17:35:41	0.0187667560321711	37.3776893615723	2.43639921722114	
20.11.2017_17:35:42	0.0160427807486635	37.5733871459961	2.44618395303327	
20.11.2017_17:35:45	0.0134048257372653	37.7690811157227	2.43639921722114	
20.11.2017_17:35:46	0.0026809651474536	37.279842376709		2.43639921722114	
20.11.2017_17:35:49	0.0000000000000000	37.4755363464355	2.43639921722114	
20.11.2017_17:35:51	-0.0053475935828888	37.6712341308594	2.43639921722114	
20.11.2017_17:35:54	-0.0106951871657748	37.4755363464355	2.44618395303327	
20.11.2017_17:35:56	-0.0134048257372653	37.8669281005859	2.43639921722114	
20.11.2017_17:35:58	-0.0215053763440861	38.0626220703125	2.43639921722114	
20.11.2017_17:35:59	-0.0267379679144383	37.4755363464355	2.43639921722114	
20.11.2017_17:36:01	-0.0293333333333323	37.6712341308594	2.44618395303327	
20.11.2017_17:36:02	-0.0346666666666667	37.6712341308594	2.44618395303327	
20.11.2017_17:36:04	-0.0425531914893620	37.5733871459961	2.4559686888454		
20.11.2017_17:36:05	-0.0503978779840853	37.3776893615723	2.4559686888454		
20.11.2017_17:36:07	-0.0503978779840853	37.7690811157227	2.46575342465753	
20.11.2017_17:36:08	-0.0585106382978730	37.279842376709		2.4559686888454		
20.11.2017_17:36:10	-0.0666666666666675	37.7690811157227	2.4559686888454		
20.11.2017_17:36:11	-0.0719999999999992	36.9863014221191	2.44618395303327	
20.11.2017_17:36:12	-0.0744680851063827	37.5733871459961	2.4559686888454		
20.11.2017_17:36:14	-0.0851063829787225	37.3776893615723	2.4559686888454		
20.11.2017_17:36:15	-0.0826666666666653	37.1819953918457	2.44618395303327	
20.11.2017_17:36:17	-0.0875331564986733	37.1819953918457	2.4559686888454		
20.11.2017_17:36:18	-0.0957446808510651	37.4755363464355	2.4559686888454		
20.11.2017_17:36:20	-0.1005291005291014	37.3776893615723	2.46575342465753	
20.11.2017_17:36:21	-0.1010638297872335	37.7690811157227	2.4559686888454		
20.11.2017_17:36:23	-0.1034482758620689	37.0841484069824	2.4559686888454		
20.11.2017_17:36:24	-0.1010638297872335	37.279842376709		2.4559686888454		
20.11.2017_17:36:26	-0.1010638297872335	37.279842376709		2.44618395303327	
20.11.2017_17:36:28	-0.1029023746701861	37.279842376709		2.47553816046967	
20.11.2017_17:36:30	-0.0981432360742710	37.279842376709		2.4559686888454		
20.11.2017_17:36:31	-0.0981432360742710	37.1819953918457	2.4559686888454		
20.11.2017_17:36:32	-0.1010638297872335	37.3776893615723	2.4559686888454		
20.11.2017_17:36:34	-0.1040000000000001	37.5733871459961	2.44618395303327	
20.11.2017_17:36:35	-0.1063829787234048	37.279842376709		2.4559686888454		
20.11.2017_17:36:37	-0.1063829787234048	37.5733871459961	2.4559686888454		
20.11.2017_17:36:38	-0.1063829787234048	37.279842376709		2.4559686888454		
20.11.2017_17:36:40	-0.1040000000000001	37.4755363464355	2.44618395303327	
20.11.2017_17:36:41	-0.1040000000000001	37.5733871459961	2.44618395303327	
20.11.2017_17:36:43	-0.1063829787234048	37.5733871459961	2.4559686888454		
20.11.2017_17:36:44	-0.1063829787234048	37.279842376709		2.44618395303327	
20.11.2017_17:36:45	-0.1040000000000001	37.5733871459961	2.44618395303327	
20.11.2017_17:36:47	-0.1040000000000001	37.5733871459961	2.44618395303327	
20.11.2017_17:36:48	-0.1040000000000001	37.3776893615723	2.44618395303327	
20.11.2017_17:36:50	-0.1016042780748659	37.279842376709		2.44618395303327	
20.11.2017_17:36:51	-0.0991957104557644	37.4755363464355	2.43639921722114	
20.11.2017_17:36:53	-0.0991957104557644	37.7690811157227	2.43639921722114	
20.11.2017_17:36:54	-0.0991957104557644	37.279842376709		2.43639921722114	
20.11.2017_17:36:56	-0.0962566844919799	37.6712341308594	2.43639921722114	
20.11.2017_17:36:57	-0.0938337801608600	37.5733871459961	2.43639921722114	
20.11.2017_17:36:59	-0.0938337801608600	37.4755363464355	2.43639921722114	
20.11.2017_17:37:00	-0.0909090909090924	37.6712341308594	2.44618395303327	
20.11.2017_17:37:02	-0.0909090909090924	37.279842376709		2.44618395303327	
20.11.2017_17:37:03	-0.0880000000000009	37.3776893615723	2.44618395303327	
20.11.2017_17:37:04	-0.0880000000000009	37.6712341308594	2.44618395303327	
20.11.2017_17:37:06	-0.0880000000000009	37.5733871459961	2.44618395303327	
20.11.2017_17:37:07	-0.0880000000000009	37.6712341308594	2.4559686888454		
20.11.2017_17:37:09	-0.0880000000000009	37.279842376709		2.4559686888454		
20.11.2017_17:37:10	-0.0851063829787238	37.4755363464355	2.4559686888454		
20.11.2017_17:37:11	-0.0851063829787238	37.279842376709		2.4559686888454		
20.11.2017_17:37:13	-0.0822281167108751	36.9863014221191	2.46575342465753	
20.11.2017_17:37:14	-0.0773333333333322	37.5733871459961	2.44618395303327	
20.11.2017_17:37:16	-0.0773333333333322	37.4755363464355	2.44618395303327	
20.11.2017_17:37:17	-0.0748663101604261	37.5733871459961	2.44618395303327	
20.11.2017_17:37:18	-0.0748663101604261	37.1819953918457	2.44618395303327	
20.11.2017_17:37:20	-0.0695187165775401	37.3776893615723	2.43639921722114	
20.11.2017_17:37:21	-0.0695187165775401	37.7690811157227	2.44618395303327	
20.11.2017_17:37:23	-0.0588235294117640	37.3776893615723	2.43639921722114	
20.11.2017_17:37:24	-0.0588235294117640	37.6712341308594	2.44618395303327	
20.11.2017_17:37:26	-0.0531914893617004	37.6712341308594	2.4559686888454		
20.11.2017_17:37:27	-0.0509383378016090	37.4755363464355	2.44618395303327	
20.11.2017_17:37:28	-0.0506666666666658	37.7690811157227	2.44618395303327	
20.11.2017_17:37:30	-0.0455764075067018	37.279842376709		2.44618395303327	
20.11.2017_17:37:31	-0.0402144772117960	37.4755363464355	2.43639921722114	
20.11.2017_17:37:33	-0.0402144772117960	37.5733871459961	2.43639921722114	
20.11.2017_17:37:34	-0.0376344086021497	37.6712341308594	2.43639921722114	
20.11.2017_17:37:36	-0.0346666666666667	37.6712341308594	2.4559686888454		
20.11.2017_17:37:37	-0.0320855614973270	37.7690811157227	2.44618395303327	
20.11.2017_17:37:38	-0.0320855614973270	37.7690811157227	2.43639921722114	
20.11.2017_17:37:40	-0.0268817204301073	37.9647750854492	2.43639921722114	
20.11.2017_17:37:41	-0.0241286863270784	37.7690811157227	2.43639921722114	
20.11.2017_17:37:43	-0.0215053763440876	37.9647750854492	2.43639921722114	
20.11.2017_17:37:44	-0.0187667560321726	37.9647750854492	2.43639921722114	
20.11.2017_17:37:46	-0.0134048257372653	37.279842376709		2.43639921722114	
20.11.2017_17:37:47	-0.0134048257372653	37.4755363464355	2.44618395303327	
20.11.2017_17:37:48	-0.0080428954423594	37.4755363464355	2.43639921722114	
20.11.2017_17:37:50	-0.0026809651474522	37.9647750854492	2.43639921722114	
20.11.2017_17:37:51	-0.0026809651474522	37.6712341308594	2.44618395303327	
20.11.2017_17:37:53	0.0000000000000000	37.4755363464355	2.43639921722114	
20.11.2017_17:37:54	0.0053475935828860	37.9647750854492	2.44618395303327	
20.11.2017_17:37:56	0.0079999999999988	37.9647750854492	2.44618395303327	
20.11.2017_17:37:57	0.0133333333333332	37.9647750854492	2.46575342465753	
20.11.2017_17:37:59	0.0133333333333332	37.9647750854492	2.4559686888454		
20.11.2017_17:38:00	0.0185676392572940	37.6712341308594	2.46575342465753	
20.11.2017_17:38:02	0.0185676392572940	37.8669281005859	2.46575342465753	
20.11.2017_17:38:03	0.0238726790450934	37.7690811157227	2.46575342465753	
20.11.2017_17:38:04	0.0293333333333336	37.5733871459961	2.46575342465753	
20.11.2017_17:38:06	0.0293333333333336	37.8669281005859	2.4559686888454		
20.11.2017_17:38:07	0.0319148936170207	37.7690811157227	2.4559686888454		
20.11.2017_17:38:09	0.0346666666666667	37.6712341308594	2.4559686888454		
20.11.2017_17:38:10	0.0399999999999997	37.6712341308594	2.44618395303327	
